^2026^|^01^|^015116^|^015^|^08^|^CD^|^6212^|^FAL^|^01^|^51^|^2^|^002^|^Komunikasi dan Edukasi Dalam Rangka Penerimaan dan Pengeluaran Kas^|0|^^|0|^^|^^|2|0|^00^|^^|0|0
^2026^|^01^|^015116^|^015^|^08^|^CD^|^6214^|^FAL^|^01^|^51^|^2^|^001^|^Koordinasi dan Rekonsiliasi Penerimaan dan Pengeluaran Kas^|0|^^|0|^^|^^|6|0|^00^|^^|0|0
^2026^|^01^|^015116^|^015^|^08^|^CD^|^6215^|^FAH^|^01^|^51^|^2^|^003^|^Laporan Keuangan BUN^|0|^^|0|^^|^^|1|0|^00^|^^|0|0
^2026^|^01^|^015116^|^015^|^08^|^WA^|^4715^|^EBA^|^01^|^51^|^2^|^001^|^Kerumahtanggaan^|0|^^|0|^^|^^|1|0|^00^|^^|0|0
^2026^|^01^|^015116^|^015^|^08^|^WA^|^4715^|^EBA^|^01^|^51^|^2^|^002^|^Dukungan Pimpinan dan Keprotokoleran^|0|^^|0|^^|^^|12|0|^00^|^^|0|0
^2026^|^01^|^015116^|^015^|^08^|^WA^|^4715^|^EBA^|^01^|^51^|^2^|^994^|^Layanan Perkantoran^|0|^^|0|^^|^^|12|0|^00^|^^|0|0
^2026^|^01^|^015116^|^015^|^08^|^WA^|^4719^|^EBA^|^01^|^51^|^2^|^994^|^Layanan Perkantoran^|0|^^|0|^^|^^|1|0|^00^|^^|0|0
^2026^|^01^|^015116^|^015^|^08^|^WA^|^4719^|^EBC^|^01^|^51^|^2^|^001^|^Pengembangan SDM^|0|^^|0|^^|^^|20|0|^00^|^^|0|0
^2026^|^01^|^015115^|^015^|^08^|^CD^|^6212^|^FAC^|^01^|^51^|^2^|^001^|^Komunikasi dan Edukasi Implementasi Aplikasi^|0|^^|0|^^|^^|63|0|^00^|^^|0|0
^2026^|^01^|^015115^|^015^|^08^|^CD^|^6212^|^FAH^|^01^|^51^|^2^|^001^|^Edukasi Dalam Rangka Penyusunan Laporan Keuangan Tingkat Kuasa BUN^|0|^^|0|^^|^^|4|0|^00^|^^|0|0
^2026^|^01^|^015115^|^015^|^08^|^CD^|^6212^|^FAL^|^01^|^51^|^2^|^004^|^Konsultasi Pencairan Dana^|0|^^|0|^^|^^|9|0|^00^|^^|0|0
^2026^|^01^|^015115^|^015^|^08^|^CD^|^6213^|^FAC^|^01^|^51^|^2^|^001^|^Monev Pengembangan Kompetensi KPA, PPK, PPSPM, Bendahara dan Pengelola Perbendaharaan^|0|^^|0|^^|^^|9|0|^00^|^^|0|0
^2026^|^01^|^015115^|^015^|^08^|^CD^|^6214^|^FAL^|^01^|^51^|^2^|^002^|^Surat Perintah Pencairan/Penarikan/Repayment/Pengesahan Dana^|0|^^|0|^^|^^|3024|0|^00^|^^|0|0
^2026^|^01^|^015115^|^015^|^08^|^CD^|^6215^|^FAH^|^01^|^51^|^2^|^003^|^Laporan Keuangan BUN^|0|^^|0|^^|^^|4|0|^00^|^^|0|0
^2026^|^01^|^015115^|^015^|^08^|^WA^|^4715^|^EBA^|^01^|^51^|^2^|^001^|^Kerumahtanggaan^|0|^^|0|^^|^^|12|0|^00^|^^|0|0
^2026^|^01^|^015115^|^015^|^08^|^WA^|^4715^|^EBA^|^01^|^51^|^2^|^002^|^Dukungan Pimpinan dan Keprotokoleran^|0|^^|0|^^|^^|12|0|^00^|^^|0|0
