^2026^|^01^|^445371^|^015^|^08^|^CD^|^6212^|^2^|37629000|^1^|^52^|0|7419998|0|1225997|1225997|1225997|1225997|1225997|1225997|701999|1257998|20893023|0|19.72|0|3.26|3.26|3.26|3.26|3.26|3.26|1.87|3.34|55.52|0|1|0|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^445371^|^015^|^08^|^WA^|^4719^|^2^|127990000|^1^|^51^|0|12714000|13409000|10000000|10000000|10000000|10663000|10663000|10663000|10663000|10663000|18552000|0|9.93|10.48|7.81|7.81|7.81|8.33|8.33|8.33|8.33|8.33|14.49|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^445371^|^015^|^08^|^WA^|^4718^|^2^|4217000|^1^|^52^|0|300000|0|350000|350000|350000|350000|350000|350000|350000|350000|1117000|0|7.11|0|8.3|8.3|8.3|8.3|8.3|8.3|8.3|8.3|26.49|0|1|0|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^445371^|^015^|^08^|^WA^|^4719^|^2^|2858000|^1^|^52^|0|0|0|242540|242540|242540|242540|242540|242540|242540|242540|917680|0|0|0|8.49|8.49|8.49|8.49|8.49|8.49|8.49|8.49|32.11|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^445371^|^015^|^08^|^CD^|^6214^|^2^|780000|^1^|^52^|0|0|0|82000|82000|82000|82000|82000|82000|42000|164000|82000|0|0|0|10.51|10.51|10.51|10.51|10.51|10.51|5.38|21.03|10.51|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^445371^|^015^|^08^|^CD^|^6215^|^2^|390000|^1^|^52^|0|0|0|0|0|0|41781|41781|41781|13971|41781|208905|0|0|0|0|0|0|10.71|10.71|10.71|3.58|10.71|53.57|0|0|0|0|0|0|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^445371^|^015^|^08^|^CD^|^6213^|^2^|2409000|^1^|^52^|0|780000|0|84999|84999|84999|84999|84999|84999|84999|84999|949008|0|32.38|0|3.53|3.53|3.53|3.53|3.53|3.53|3.53|3.53|39.39|0|1|0|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^445371^|^015^|^08^|^WA^|^4715^|^2^|628750000|^1^|^52^|0|54995749|60495050|74896462|69726464|69916462|45900716|45900716|45900716|45104870|44815471|71097324|0|8.75|9.62|11.91|11.09|11.12|7.3|7.3|7.3|7.17|7.13|11.31|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451531^|^015^|^08^|^CD^|^6215^|^2^|763000|^1^|^52^|0|0|62000|62000|62000|62000|62000|62000|62000|62000|62000|205000|0|0|8.13|8.13|8.13|8.13|8.13|8.13|8.13|8.13|8.13|26.87|0|0|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451531^|^015^|^08^|^WA^|^4715^|^2^|25075000|^1^|^53^|0|0|0|25075000|0|0|0|0|0|0|0|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451531^|^015^|^08^|^WA^|^4719^|^2^|8276000|^1^|^52^|0|0|0|722000|722000|722000|722000|722000|722000|722000|722000|2500000|0|0|0|8.72|8.72|8.72|8.72|8.72|8.72|8.72|8.72|30.21|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451531^|^015^|^08^|^CD^|^6213^|^2^|7928000|^1^|^52^|0|893030|673288|789341|789341|789341|789341|789341|593621|362671|362671|1096014|0|11.26|8.49|9.96|9.96|9.96|9.96|9.96|7.49|4.57|4.57|13.82|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451531^|^015^|^08^|^WA^|^4718^|^2^|6486000|^1^|^52^|0|0|0|540000|540000|540000|540000|540000|540000|540000|540000|2166000|0|0|0|8.33|8.33|8.33|8.33|8.33|8.33|8.33|8.33|33.4|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451531^|^015^|^08^|^CD^|^6212^|^2^|75045000|^1^|^52^|296509|802439|3808709|6784670|6784670|6784670|6784670|6784670|6784670|6784670|6784670|15859983|0.4|1.07|5.08|9.04|9.04|9.04|9.04|9.04|9.04|9.04|9.04|21.13|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451531^|^015^|^08^|^CD^|^6214^|^2^|1000000|^1^|^52^|0|0|82000|82000|82000|82000|82000|82000|82000|82000|82000|262000|0|0|8.2|8.2|8.2|8.2|8.2|8.2|8.2|8.2|8.2|26.2|0|0|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451531^|^015^|^08^|^WA^|^4715^|^2^|1184754000|^1^|^52^|18529853|66972805|114973492|94750874|52340176|261000913|92434705|91960402|91960402|91960402|91960402|115909574|1.56|5.65|9.7|8|4.42|22.03|7.8|7.76|7.76|7.76|7.76|9.78|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451531^|^015^|^08^|^WA^|^4719^|^2^|336680000|^1^|^51^|17962000|23070000|19009999|18560997|28859000|27210000|27853999|27853999|27853999|27853999|27853999|62738009|5.34|6.85|5.65|5.51|8.57|8.08|8.27|8.27|8.27|8.27|8.27|18.63|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^340249^|^015^|^08^|^CD^|^6216^|^2^|589000|^1^|^52^|160950|160950|160950|45040|45040|0|0|0|0|0|0|16070|27.33|27.33|27.33|7.65|7.65|0|0|0|0|0|0|2.73|1|1|1|1|1|0|0|0|0|0|0|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^340249^|^015^|^08^|^WA^|^4719^|^2^|15460000|^1^|^52^|1240000|1451934|1451934|1451934|1408302|1408302|1471588|1196368|1408302|1213297|655037|1103002|8.02|9.39|9.39|9.39|9.11|9.11|9.52|7.74|9.11|7.85|4.24|7.13|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^340249^|^015^|^08^|^WA^|^4719^|^2^|427277000|^1^|^51^|0|41486000|31058000|25780000|50912000|32992000|10228999|37988000|37988000|34736095|24314326|99793580|0|9.71|7.27|6.03|11.92|7.72|2.39|8.89|8.89|8.13|5.69|23.36|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^340249^|^015^|^08^|^WA^|^4715^|^2^|813638000|^1^|^52^|3863084|73140631|43296887|110846705|92906222|77933822|56312090|55355221|54895130|54687046|28510894|161890268|0.47|8.99|5.32|13.62|11.42|9.58|6.92|6.8|6.75|6.72|3.5|19.9|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^340249^|^015^|^08^|^CD^|^6212^|^2^|58201000|^1^|^52^|8185610|15697542|13269633|2277150|2059620|2036560|1979943|1083942|496642|174988|376981|10562389|14.06|26.97|22.8|3.91|3.54|3.5|3.4|1.86|0.85|0.3|0.65|18.15|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^340249^|^015^|^08^|^CD^|^6215^|^2^|8210000|^1^|^52^|432444|1697746|1490784|1430037|225482|225482|80844|80844|80844|80844|756415|1628234|5.27|20.68|18.16|17.42|2.75|2.75|0.98|0.98|0.98|0.98|9.21|19.83|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^340249^|^015^|^08^|^CD^|^6213^|^2^|111242000|^1^|^52^|14401|6609805|6603212|6595856|6421707|6421707|6421707|6176191|6173547|6146552|5598246|48059069|0.01|5.94|5.94|5.93|5.77|5.77|5.77|5.55|5.55|5.53|5.03|43.2|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^340249^|^015^|^08^|^WA^|^4722^|^2^|1504000|^1^|^52^|185353|185353|185353|185353|185353|185353|177422|0|0|2|0|214458|12.32|12.32|12.32|12.32|12.32|12.32|11.8|0|0|0|0|14.26|1|1|1|1|1|1|1|0|0|1|0|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^340249^|^015^|^08^|^WA^|^4718^|^2^|32556000|^1^|^52^|977425|4977425|4977425|4977425|4183774|4183774|2265798|758358|0|0|3636531|1618065|3|15.29|15.29|15.29|12.85|12.85|6.96|2.33|0|0|11.17|4.97|1|1|1|1|1|1|1|1|0|0|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451604^|^015^|^08^|^CD^|^6214^|^2^|970000|^1^|^52^|0|0|0|0|0|970000|0|0|0|0|0|0|0|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451604^|^015^|^08^|^WA^|^4719^|^2^|6765000|^1^|^52^|0|0|0|384016|384016|869016|720805|384016|834016|488776|828061|1872278|0|0|0|5.68|5.68|12.85|10.65|5.68|12.33|7.23|12.24|27.68|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451604^|^015^|^08^|^CD^|^6213^|^2^|4725000|^1^|^52^|0|0|0|2100000|0|222010|1387414|392174|240292|109149|26000|247961|0|0|0|44.44|0|4.7|29.36|8.3|5.09|2.31|0.55|5.25|0|0|0|1|0|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451604^|^015^|^08^|^CD^|^6215^|^2^|485000|^1^|^52^|0|0|0|0|101190|383810|0|0|0|0|0|0|0|0|0|0|20.86|79.14|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451604^|^015^|^08^|^WA^|^4718^|^2^|6849000|^1^|^52^|0|3740000|0|0|0|801504|1054265|485820|271526|0|188443|307442|0|54.61|0|0|0|11.7|15.39|7.09|3.96|0|2.75|4.49|0|1|0|0|0|1|1|1|1|0|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451604^|^015^|^08^|^WA^|^4719^|^2^|239004000|^1^|^51^|13492000|21578000|16830000|22533000|24593148|20483582|20298920|20533321|20407598|18619780|17672984|21961667|5.65|9.03|7.04|9.43|10.29|8.57|8.49|8.59|8.54|7.79|7.39|9.19|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^451604^|^015^|^08^|^CD^|^6212^|^2^|71940000|^1^|^52^|0|1815000|0|2549291|11767837|10056521|8338192|5402000|5524667|6860414|6322445|13303633|0|2.52|0|3.54|16.36|13.98|11.59|7.51|7.68|9.54|8.79|18.49|0|1|0|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
