^2026^|^01^|^527336^|^015^|^08^|^CD^|^6212^|^BMB^|^03^|^10^|^2^|^001^|^100^|^ A^|^524111^|^129^|^A^|^0^|^0^|^ ^|^0^|^^|^^|^^|1|^Uang Harian 2 ORG x 1 FREK x 3 HARI x SBM^|0|^^|0|^^|0|^^|0|^^|6|^OH^|188000|1128000|0|0|0|0|^^|0|0|0|0|^^|^^|^ ^|0|0|^^|^ ^|-  -|0|114000|114000|114000|114000|114000|114000|114000|114000|114000|102000|0|0|0|^^|0|^^|^^|1|0|^00^|^^|^^|0|0
^2026^|^01^|^527336^|^015^|^08^|^CD^|^6212^|^FAC^|^03^|^10^|^2^|^001^|^100^|^ A^|^521211^|^129^|^A^|^0^|^0^|^ ^|^0^|^^|^^|^^|1|^KDMKonsumsi Makan Peserta Satker 50 38 SATKR X 1 ORG x 2 MODUL x 1 FREK x SBM^|0|^^|0|^^|0|^^|0|^^|76|^OK^|51303|3899000|0|0|0|0|^^|0|0|0|0|^^|^^|^ ^|0|0|^^|^ ^|-  -|0|324000|324000|324000|324000|324000|324000|324000|324000|324000|324000|324000|335000|0|^^|0|^^|^^|1|0|^00^|^^|^^|0|0
^2026^|^01^|^527336^|^015^|^08^|^CD^|^6212^|^FAC^|^03^|^10^|^2^|^001^|^100^|^ A^|^521211^|^129^|^A^|^0^|^0^|^ ^|^0^|^^|^^|^^|2|^KDMKonsumsi Snack Peserta Satker 50 38 SATKR X 1 ORG x 2 MODUL x 1 FREK x SBM^|0|^^|0|^^|0|^^|0|^^|76|^OK^|15303|1163000|0|0|0|0|^^|0|0|0|0|^^|^^|^ ^|0|0|^^|^ ^|-  -|0|96000|96000|96000|96000|96000|96000|96000|96000|96000|96000|96000|107000|0|^^|0|^^|^^|1|0|^00^|^^|^^|0|0
^2026^|^01^|^527336^|^015^|^08^|^CD^|^6212^|^FAC^|^03^|^10^|^2^|^001^|^100^|^ A^|^521211^|^129^|^A^|^0^|^0^|^ ^|^0^|^^|^^|^^|3|^KDMKonsumsi Makan Panitia 5 ORG Cluster x 2 MODUL x SBM^|0|^^|0|^^|0|^^|0|^^|10|^OK^|51300|513000|0|0|0|0|^^|0|0|0|0|^^|^^|^ ^|0|0|^^|^ ^|-  -|0|42000|42000|42000|42000|42000|42000|42000|42000|42000|42000|42000|51000|0|^^|0|^^|^^|1|0|^00^|^^|^^|0|0
^2026^|^01^|^527336^|^015^|^08^|^CD^|^6212^|^FAC^|^03^|^10^|^2^|^001^|^100^|^ A^|^521211^|^129^|^A^|^0^|^0^|^ ^|^0^|^^|^^|^^|4|^KDMKonsumsi Snack Panitia 5 ORG Cluster x 2 MODUL x SBM^|0|^^|0|^^|0|^^|0|^^|10|^OK^|15300|153000|0|0|0|0|^^|0|0|0|0|^^|^^|^ ^|0|0|^^|^ ^|-  -|0|12000|12000|12000|12000|12000|12000|12000|12000|12000|12000|12000|21000|0|^^|0|^^|^^|1|0|^00^|^^|^^|0|0
^2026^|^01^|^527336^|^015^|^08^|^CD^|^6212^|^FAC^|^03^|^10^|^2^|^001^|^100^|^ B^|^521211^|^129^|^A^|^0^|^0^|^ ^|^0^|^^|^^|^^|1|^KDMKonsumsi Makan Peserta Pemda 3 PEMDA X 6 BIDG x 1 ORG x 2 FREK x SBM^|0|^^|0|^^|0|^^|0|^^|36|^OK^|51306|1847000|0|0|0|0|^^|0|0|0|0|^^|^^|^ ^|0|0|^^|^ ^|-  -|0|153000|153000|153000|153000|153000|153000|153000|153000|153000|153000|153000|164000|0|^^|0|^^|^^|1|0|^00^|^^|^^|0|0
^2026^|^01^|^527336^|^015^|^08^|^CD^|^6212^|^FAC^|^03^|^10^|^2^|^001^|^100^|^ B^|^521211^|^129^|^A^|^0^|^0^|^ ^|^0^|^^|^^|^^|2|^KDM Konsumsi Snack Peserta Pemda 3 PEMDA X 6 BIDG x 1 ORG x 2 FREK x SBM^|0|^^|0|^^|0|^^|0|^^|36|^OK^|15306|551000|0|0|0|0|^^|0|0|0|0|^^|^^|^ ^|0|0|^^|^ ^|-  -|0|45000|45000|45000|45000|45000|45000|45000|45000|45000|45000|45000|56000|0|^^|0|^^|^^|1|0|^00^|^^|^^|0|0
^2026^|^01^|^527336^|^015^|^08^|^CD^|^6212^|^FAC^|^03^|^10^|^2^|^001^|^100^|^ B^|^521211^|^129^|^A^|^0^|^0^|^ ^|^0^|^^|^^|^^|3|^KDMKonsumsi Makan Panitia 5 ORG Cluster x  4 FREK x SBM^|0|^^|0|^^|0|^^|0|^^|20|^OK^|51300|1026000|0|0|0|0|^^|0|0|0|0|^^|^^|^ ^|0|0|^^|^ ^|-  -|0|85000|85000|85000|85000|85000|85000|85000|85000|85000|85000|85000|91000|0|^^|0|^^|^^|1|0|^00^|^^|^^|0|0
^2026^|^01^|^527336^|^015^|^08^|^CD^|^6212^|^FAC^|^03^|^10^|^2^|^001^|^100^|^ B^|^521211^|^129^|^A^|^0^|^0^|^ ^|^0^|^^|^^|^^|4|^KDMKonsumsi Snack Panitia 5 ORG Cluster x 4 FREK x SBM^|0|^^|0|^^|0|^^|0|^^|20|^OK^|15300|306000|0|0|0|0|^^|0|0|0|0|^^|^^|^ ^|0|0|^^|^ ^|-  -|0|25000|25000|25000|25000|25000|25000|25000|25000|25000|25000|25000|31000|0|^^|0|^^|^^|1|0|^00^|^^|^^|0|0
^2026^|^01^|^527336^|^015^|^08^|^CD^|^6212^|^FAH^|^03^|^10^|^2^|^001^|^100^|^ A^|^521211^|^129^|^A^|^0^|^0^|^ ^|^0^|^^|^^|^^|1|^KDMKonsumsi Makan Peserta Satker 75 SATKR x 2 ORG x 1 KEG x SBM^|0|^^|0|^^|0|^^|0|^^|150|^OK^|51300|7695000|0|0|0|0|^^|0|0|0|0|^^|^^|^ ^|0|0|^^|^ ^|-  -|0|641000|641000|641000|641000|641000|641000|641000|641000|641000|641000|641000|644000|0|^^|0|^^|^^|1|0|^00^|^^|^^|0|0
