^2026^|^01^|^527336^|^015^|^08^|^CD^|^6212^|^2^|50158000|^1^|^52^|4527000|4527000|4527000|4527000|4527000|4527000|4527000|4527000|4527000|4515000|3121000|1779000|9.03|9.03|9.03|9.03|9.03|9.03|9.03|9.03|9.03|9|6.22|3.55|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^527336^|^015^|^08^|^CD^|^6213^|^2^|4237000|^1^|^52^|231000|376636|376636|376636|376636|376636|376636|376636|376636|376636|376636|239640|5.45|8.89|8.89|8.89|8.89|8.89|8.89|8.89|8.89|8.89|8.89|5.66|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^527336^|^015^|^08^|^WA^|^4715^|^2^|811183000|^1^|^52^|24933650|94778439|111687955|58314015|73314015|73314101|55469363|55469363|55469363|55469363|55469363|97494010|3.07|11.68|13.77|7.19|9.04|9.04|6.84|6.84|6.84|6.84|6.84|12.02|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^527336^|^015^|^08^|^WA^|^4719^|^2^|9732000|^1^|^52^|811000|811000|811000|811000|811000|811000|811000|811000|811000|811000|811000|811000|8.33|8.33|8.33|8.33|8.33|8.33|8.33|8.33|8.33|8.33|8.33|8.33|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^527336^|^015^|^08^|^CD^|^6214^|^2^|2000000|^1^|^52^|166000|166000|166000|166000|166000|166000|166000|166000|166000|166000|166000|174000|8.3|8.3|8.3|8.3|8.3|8.3|8.3|8.3|8.3|8.3|8.3|8.7|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^527336^|^015^|^08^|^CD^|^6215^|^2^|1000000|^1^|^52^|83000|83000|83000|83000|83000|83000|83000|83000|83000|83000|83000|87000|8.3|8.3|8.3|8.3|8.3|8.3|8.3|8.3|8.3|8.3|8.3|8.7|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^527336^|^015^|^08^|^WA^|^4718^|^2^|8664000|^1^|^52^|722000|722000|722000|722000|722000|722000|722000|722000|722000|722000|722000|722000|8.33|8.33|8.33|8.33|8.33|8.33|8.33|8.33|8.33|8.33|8.33|8.33|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^527336^|^015^|^08^|^WA^|^4719^|^2^|215921000|^1^|^51^|0|20540000|18015000|17535000|21000000|21000000|17992999|17992999|17992999|17992999|17992999|27866005|0|9.51|8.34|8.12|9.73|9.73|8.33|8.33|8.33|8.33|8.33|12.91|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^527322^|^015^|^08^|^CD^|^6212^|^2^|42240000|^1^|^52^|250000|673000|1548000|1495000|1365000|1816000|4462000|4312000|4228000|4036000|2373000|15682000|0.59|1.59|3.66|3.54|3.23|4.3|10.56|10.21|10.01|9.55|5.62|37.13|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|^ ^|^ ^|0|0
^2026^|^01^|^527322^|^015^|^08^|^WA^|^4715^|^2^|454643000|^1^|^53^|0|0|85920000|1532000|349356000|0|0|0|0|0|0|17835000|0|0|18.9|0.34|76.84|0|0|0|0|0|0|3.92|0|0|1|1|1|0|0|0|0|0|0|1|0|0|0|0|^ ^|^ ^|0|0
